tweet_id, tweet_time, tweet_author, tweet_author_id,    tweet_language, tweet_geo, tweet_text
624530104895569920,Fri Jul 24 10:42:34 +0000 2015,jackth3ladswing,194732891,en,,@xo_raaaaayyy_xo what the email link? Still says that it's no longer available :( http://t.co/iuiaIOynnx
624530103821860864,Fri Jul 24 10:42:34 +0000 2015,mingshua,473844401,en,,cries bc i miss mingming so much :-(
624530101720387584,Fri Jul 24 10:42:34 +0000 2015,miloafif,938727163,en,,Sorry :( https://t.co/Q5TAYjrQ8K
624530100554313728,Fri Jul 24 10:42:33 +0000 2015,DisBeLiz,624100124,en,,@Giannivnni mom so far away :(
624530098096504832,Fri Jul 24 10:42:33 +0000 2015,ItsabhieBREEZY,158700374,en,,We're truly sorry @chrisbrown :( have a safe flight.
624530097740087296,Fri Jul 24 10:42:33 +0000 2015,satelluke,463881595,en,,and my friends :(
624530095588425729,Fri Jul 24 10:42:32 +0000 2015,brokensoulmgc,1096349672,en,,@bbygjrlmgc oh :( i hate when that happens i get so sad over it too
624530091738025985,Fri Jul 24 10:42:31 +0000 2015,Kneewax,38159176,en,,Oh. Dog has pee’d in my @Kneewax bag.  :-(   So I can’t take it to #NewWine15
624530091284955136,Fri Jul 24 10:42:31 +0000 2015,Naokichan97,3189884058,en,,@YM_Dish98 doushite :( ?
624530088240017408,Fri Jul 24 10:42:30 +0000 2015,CountryBarclay,1923457002,en,,@Charliescoco @reeceftcharliie @SimonCowell too late :(
624530085555507204,Fri Jul 24 10:42:30 +0000 2015,bluebellgb,14061999,en,,It sucks so much been sick i was plan to start work on my first gundam to night but nope. :(
624530083349331968,Fri Jul 24 10:42:29 +0000 2015,Jialing43,385925936,en,,MY $$$$2 DOLLAR :( 😭😭😭😭😭😭 http://t.co/oI0pYGUsDi
624530076810518528,Fri Jul 24 10:42:28 +0000 2015,hjsb,17704557,en,,"@martylog Listening back to old @DaveGorman shows (I know, I'm weird). Just got to u leaving: might give up. It was pale imitation after :-("
624530071584395264,Fri Jul 24 10:42:26 +0000 2015,cabeIlovato,392151017,en,,i went in the sea and now have a massive fucking rash all over my body and it's the most painful thing ever i want to go home :((
624530071500369920,Fri Jul 24 10:42:26 +0000 2015,kuyamalik,710864149,en,,@dethronedlwt hi. Why are you absent? :(
624530070925918208,Fri Jul 24 10:42:26 +0000 2015,Awande_M,75846356,en,,My Gran tho !!! She knew but didn't care to tell me :((
624530069432729600,Fri Jul 24 10:42:26 +0000 2015,peachyhorans,1325117125,en,,@rowysoIjp SAME IT'S SO CUTE I LOVE IT SO MUCH I WISH THERE WOULD BE A SEQUEL :(
624530069323526148,Fri Jul 24 10:42:26 +0000 2015,Imgiamarieee,1662045974,en,,@imallyssagail busy sa school :( next time love yah! xx
624530065729191936,Fri Jul 24 10:42:25 +0000 2015,Chloee_hebditch,488679887,en,,Ouucchhh one of my wisdom teeth are coming through :(
624530065095790592,Fri Jul 24 10:42:25 +0000 2015,fj2650,242915239,en,,@StevenLDN frightening case. It really gets to you :(
624530064525275136,Fri Jul 24 10:42:25 +0000 2015,WLK_Hyemi91,749339436,en,,"pret :(( wkwkw""@WLK_Jhope: Verfied @WLK_Hyemi91 be active, don't forget to follow all member. Thanks for join. Goodbye"""
624530062902083584,Fri Jul 24 10:42:24 +0000 2015,marianapinguina,1581382250,en,,You´ve got me in chains for your love :´( — a sentir-se incompleta
624530061895430144,Fri Jul 24 10:42:24 +0000 2015,soneswish,559349339,en,,it's okay.. but.. :((
624530060557598720,Fri Jul 24 10:42:24 +0000 2015,lostinheseyes,143108674,en,,@njhftbiebs why didn't you go on Wednesday :(
624530056895942656,Fri Jul 24 10:42:23 +0000 2015,Lobstergirl999,2611931162,en,,@radicalj  Marvellous - not. How very thwarting :-(
624530055734165504,Fri Jul 24 10:42:23 +0000 2015,cerijoanneXo,3217846102,en,,@ceeels95 Awh what's the chances 😩 when u off to Zante? We need to do something :-( x
624530049572560896,Fri Jul 24 10:42:21 +0000 2015,ErnestLozoya,1658768448,en,,@s0ulfl0wr When's your birthday ? :(
624530048117264384,Fri Jul 24 10:42:21 +0000 2015,moontreezone,2301663888,en,,@brittleyouth @Tom_J_Allen @AndrewFairbairn @batemanesque @Hegelbon @jameswheeler that was the worst part and I still feel bad about it :(
624530043780337664,Fri Jul 24 10:42:20 +0000 2015,TodoSushiChile,3338196405,en,,audraesar: All these sushi pics on my tl are driving me craaaazzyy :(
624530038185025536,Fri Jul 24 10:42:18 +0000 2015,edwardmattheo,2635922617,en,,Really want this :( http://t.co/36tSy81iMi
624530036280979456,Fri Jul 24 10:42:18 +0000 2015,XcheekyleeX,92751013,en,,Popped like a helium balloon..  :-(
624530034460504064,Fri Jul 24 10:42:18 +0000 2015,AnimalRightsJen,2359028480,en,,#ClimateChange #CC California's powerful and influential air pollution watchdog.: Califor... http://t.co/OVU4p2qWfH #UniteBlue #Tcot :-(
624530033831493632,Fri Jul 24 10:42:17 +0000 2015,lovelhaida,2972232389,en,,@itsNotMirna I was so sad because Elhaida was robbed by the juries :( she came 10th in the televoting
624530033697095680,Fri Jul 24 10:42:17 +0000 2015,AnimalRightsJen,2359028480,en,,#ClimateChange #CC Idaho will not restrict fishing despite regional drought-linked die-of... http://t.co/jJboDo6LYZ #UniteBlue #Tcot :-(
624530032933761024,Fri Jul 24 10:42:17 +0000 2015,AnimalRightsJen,2359028480,en,,"#ClimateChange #CC Abrupt climate change may have doomed mammoths and other megafauna, sc... http://t.co/taVMCz37E7 #UniteBlue #Tcot :-("
624530032162009088,Fri Jul 24 10:42:17 +0000 2015,AnimalRightsJen,2359028480,en,,#ClimateChange #CC Australia's 'dirtiest' power station considers 'clean energy' biomass ... http://t.co/YeQABq6tsL #UniteBlue #Tcot :-(
624530031172153346,Fri Jul 24 10:42:17 +0000 2015,AnimalRightsJen,2359028480,en,,#ClimateChange #CC It ain't easy being green if you're a golf course in California.: Ulti... http://t.co/La82RXzTs2 #UniteBlue #Tcot :-(
624530026566955008,Fri Jul 24 10:42:16 +0000 2015,Jenm1233,391323316,en,,@Mess0019 Well I am sure your work day is over before mine :(
624530023391760384,Fri Jul 24 10:42:15 +0000 2015,ramosmelissa_,2346764060,en,,@keikopotato IM GONNA MISS U SEXY PREXY :(((((((((
624530020485038080,Fri Jul 24 10:42:14 +0000 2015,yapliminn,453961402,en,,i miss my kindergarten kids :(
624530020472455168,Fri Jul 24 10:42:14 +0000 2015,vyginaaa,396109456,en,,HUNGRY :-(
624530017649868801,Fri Jul 24 10:42:14 +0000 2015,takemetonivarna,2735604663,en,,cant find the only book that keeps me sane :((
624530016798294016,Fri Jul 24 10:42:13 +0000 2015,Initial__Dee,3006023779,en,,Literally there are three lounge events why :-( So much turn up I'm sad
624530014290243584,Fri Jul 24 10:42:13 +0000 2015,glash001,44689729,en,,@carliot23 Miss you Boss :(
624530013077897219,Fri Jul 24 10:42:12 +0000 2015,givenchyziam,1199251796,en,,I love hozier :-(
624530012998397952,Fri Jul 24 10:42:12 +0000 2015,ZestyDoesThings,630525721,en,,"@IzzyTailford that's true, I just want it soooooooner :("
624530009781334016,Fri Jul 24 10:42:12 +0000 2015,035MAJOR,287671529,en,,Ahh Fam @MeekMill :( #RespectLost http://t.co/NT25MYnGYd
624530000281235457,Fri Jul 24 10:42:09 +0000 2015,jigokuryu,13177872,en,,@shokako1104 I'm sorry :( ! What is hypercholesteloremia ? Are you ok ?
624529999069085697,Fri Jul 24 10:42:09 +0000 2015,_GetUpAndTry,286729122,en,,Baby still looks tired :(
624529997479452672,Fri Jul 24 10:42:09 +0000 2015,fxckingwjacks,2260267315,en,,Can someone gift me calibraska :(
624529980568023040,Fri Jul 24 10:42:05 +0000 2015,Nathan_Sutton,297594375,en,,@Rico_Shabbir the massive shame about it is we would actually be genuine contenders but it won't happen :(
624529977669619714,Fri Jul 24 10:42:04 +0000 2015,megancelestine,729343320,en,,My head always hurts if I stay up late lmao :(
624529974133833729,Fri Jul 24 10:42:03 +0000 2015,s0ulfl0wr,1009253976,en,,@ErnestLozoya how are u older than me :(
624529973408174080,Fri Jul 24 10:42:03 +0000 2015,V0CALIZED,2286203480,en,,Backed out :(
624529972061802497,Fri Jul 24 10:42:03 +0000 2015,slimcurls,1047286484,en,,u sound upset :( https://t.co/JZBFBKld8Q
624529971311017984,Fri Jul 24 10:42:03 +0000 2015,uhmgloria,503939436,en,,So much misses :-( https://t.co/pn2HvGdnFT
624529969398484992,Fri Jul 24 10:42:02 +0000 2015,berryoongi,2213907996,en,,I MISS INFINITE :-(
624529968144498688,Fri Jul 24 10:42:02 +0000 2015,Gojiranotron,344504767,en,,@DiscoQing AoS doesn't do it for me but I don't want to stick with 8th either. :(
624529967787872256,Fri Jul 24 10:42:02 +0000 2015,zedxgarcia,2405000443,en,,@madrigalandreaa its too much  serious yun eh :(
624529967511023617,Fri Jul 24 10:42:02 +0000 2015,michaela_leed,2862993852,en,,My room is way too hot :-(
624529966689091584,Fri Jul 24 10:42:01 +0000 2015,homemadezombies,507690912,en,,I still havent found my Handsome Jack drawing :((((
624529951736201218,Fri Jul 24 10:41:58 +0000 2015,k_seolhyn,881589690,en,,@twcxmina shit :(
624529945843249152,Fri Jul 24 10:41:56 +0000 2015,ifnt78,1609752139,en,,But cut encore :(((( #bad4thwin
624529940034162688,Fri Jul 24 10:41:55 +0000 2015,GliniPig,542258681,en,,I wish I had my own Baymax :(
624529939073662976,Fri Jul 24 10:41:55 +0000 2015,SacdalanPatrick,1597908758,en,,Sick :(
624529932346130433,Fri Jul 24 10:41:53 +0000 2015,stiIesmoak,623133391,en,,@LittleMix French mixers miss you so much :( 💜
624529926675304448,Fri Jul 24 10:41:52 +0000 2015,Luckystones,38533474,en,,Wft.. can't watch the awesome replay!! :-( https://t.co/ChzrqtelPh
624529922669744128,Fri Jul 24 10:41:51 +0000 2015,xdhncm_,2684032879,en,,@Viiiiiiiiev what happened?? :(((
624529921608515584,Fri Jul 24 10:41:51 +0000 2015,DorkToro,1388650134,en,,Party promotions are over :(
624529921579180033,Fri Jul 24 10:41:51 +0000 2015,ravihellyeahh,132804501,en,,Music bank encore always so short :(
624529918613954560,Fri Jul 24 10:41:50 +0000 2015,gagasklaine,258499254,en,,BABY BOY :((((
624529913064787968,Fri Jul 24 10:41:49 +0000 2015,Kishnani_T,22493672,en,,@flipkartsupport my order has been received at the hub nearest but doesn't look like it will be delivered today :( (1/2)
624529912720924672,Fri Jul 24 10:41:49 +0000 2015,Plesmah,3121906712,en,,Why is my mum playing music out loud :(
624529907771576320,Fri Jul 24 10:41:47 +0000 2015,_Twerkules_,1445382414,en,,The finale of Parasyte fucked my feelings alllllll the way up :(
624529907113066496,Fri Jul 24 10:41:47 +0000 2015,kuyamalik,710864149,en,,i wish :( #ZaynIsComingBackOnJuly26
624529900674748417,Fri Jul 24 10:41:46 +0000 2015,Acethegreat,2171702228,en,,Good bye Party era :(
624529898502123520,Fri Jul 24 10:41:45 +0000 2015,shinewitch,1141520016,en,,@amedefu Me  too。。。_:(´ω`」 ∠):_
624529896623206400,Fri Jul 24 10:41:45 +0000 2015,Zoehinkss,2956539405,en,,@Concept_Nathan nathann💕 I never got a chance to take a pic with you :( got a hug tho! Pic next time I see you?😊
624529889962668032,Fri Jul 24 10:41:43 +0000 2015,blueundercut,507631006,en,,"some girl came up to me and was like ""you are so beautiful :-("" I want to dieididieieiei she's so cute"
624529889085882368,Fri Jul 24 10:41:43 +0000 2015,TaeyeonCity,191749985,en,,Party goodbye stage :( but this means Hello to Lion Heart and You Think
624529888108761088,Fri Jul 24 10:41:43 +0000 2015,JustCurry_07,455075060,en,,@MsDanneh @Obey_Ervin15 Tell her to screw herself. I'm gonna have a netflix and chill on my own. Y u do dis ervin :(
624529885462040576,Fri Jul 24 10:41:42 +0000 2015,solarfIarefic,526978935,en,,@subharrie ohh no :(( and yeah i hope she comes back soon too
624529884652654593,Fri Jul 24 10:41:42 +0000 2015,maheenuh18,2405890761,en,,@MadniTahir I am. I've accepted the offer..but im desperate to take the year out.   :(
624529884132601856,Fri Jul 24 10:41:42 +0000 2015,Nickfield815,55482040,en,,Come back :(
624529882140286977,Fri Jul 24 10:41:41 +0000 2015,merlynsst11,3241199612,en,,Snapchat me - AmargoLonnard #snapchat #snapchat #kikhorny #snapme #tagsforlikes #batalladelosgallos #webcamsex :( http://t.co/3S9LHaFrsU
624529881104158720,Fri Jul 24 10:41:41 +0000 2015,crushedfinite,1620210020,en,,UGH I CANT STREAM TMR I HAVE DUTY :(
624529876268118021,Fri Jul 24 10:41:40 +0000 2015,zedxgarcia,2405000443,en,,@madrigalandreaa u've gone too far :(
624529875173404672,Fri Jul 24 10:41:40 +0000 2015,wonwinchester,363542115,en,,@uhhAileeny What about her alien thing :(((
624529872744902656,Fri Jul 24 10:41:39 +0000 2015,probablystylxs,1426910023,en,,@Ni_All_Is_Bae aww I don't really wanna get my hopes up but I wish that he would :((
624529870916349952,Fri Jul 24 10:41:39 +0000 2015,tommostype,714126474,en,,@malikm0ney sorka no :((
624529862657744896,Fri Jul 24 10:41:37 +0000 2015,aSaptegs,43504362,en,,@fxnno_ i knew u would be sad :( were having a funeral i was gonna text u but i have no phone
624529861407674368,Fri Jul 24 10:41:36 +0000 2015,yoonyulk,1481695962,en,,Sunny :( i feel so bad.... http://t.co/17tca0uhKp
624529856722669568,Fri Jul 24 10:41:35 +0000 2015,gwen_wbu,2860374433,en,,So nonexistent wowza :(
624529856106082304,Fri Jul 24 10:41:35 +0000 2015,ndhrhrsyadi,406060330,en,,@izgzb @aishahyussofff back off fah she's mine :-(
624529852507533312,Fri Jul 24 10:41:34 +0000 2015,SarahSykesEvans,2260340054,en,,@DIMPLEDJAI taylor why did you crop yourself out :(((((((((((((((
624529851811139584,Fri Jul 24 10:41:34 +0000 2015,chrisfoote,19655534,en,,@nickjdrake Boo on both counts :-(
624529851723022336,Fri Jul 24 10:41:34 +0000 2015,imchaymaer,1960609686,en,,new guitar :(
624529849944637440,Fri Jul 24 10:41:34 +0000 2015,taeminzs,3223240040,en,,@PinkCloud_RP so when will i get my jonghyun hyung? :( please predict it :(
624529849491656704,Fri Jul 24 10:41:33 +0000 2015,HEEGASM,39021007,en,,I hope SJ will be nominated soon but no SJ vs INFINITE pls :(((((
624529846148792320,Fri Jul 24 10:41:33 +0000 2015,umerfarooqpk,18042216,en,,"Yeah dudes, keep calm and brace yourselves :-( https://t.co/ZnOjT3v9Gq"
624529842730504192,Fri Jul 24 10:41:32 +0000 2015,anferneeeee,1164753523,en,,@Mr_FRML sir plus 4 please :((
624529840767569924,Fri Jul 24 10:41:31 +0000 2015,eightfebs,3241318621,en,,THEY LOOKED SO SHOCK OMGGGG :((( YALL DESERVE IT :((((
624529839286960128,Fri Jul 24 10:41:31 +0000 2015,_RMari702,485376145,en,,Whenever I would spend the night we would smoke and watch a movie but he would always end up falling asleep on me :(
624529839236583424,Fri Jul 24 10:41:31 +0000 2015,kasscube,2981631943,en,,We were 1 point close to grand finals! :( whyyy
624529838632734720,Fri Jul 24 10:41:31 +0000 2015,kaenobles,521788152,en,,@muhammadskates :( that's a long time
624529835285721088,Fri Jul 24 10:41:30 +0000 2015,O2,15133627,en,,"@evanquick Oh, that must be so annoying Evan :( Do the texts give the option to opt out?"
624529832219508737,Fri Jul 24 10:41:29 +0000 2015,imabangtaned,3221605512,en,,Who's doing giveaways for muster goods? :( or any merchs
624529831678472197,Fri Jul 24 10:41:29 +0000 2015,taeminzs,3223240040,en,,@wendyykid ah too bad :(
624529829740851201,Fri Jul 24 10:41:29 +0000 2015,Shri_Dawg,152630073,en,,People are looking at me funny because I'm drinking savanna with a straw :(
624529823466045441,Fri Jul 24 10:41:27 +0000 2015,dyohaexo,1008210896,en,,Good bye stage :((((
624529822908219392,Fri Jul 24 10:41:27 +0000 2015,jaejae3940,353532588,en,,@ameliahartin AND WHY DID YOU IGNORE ME YESTER AFTERNOON :(
624529815643648000,Fri Jul 24 10:41:25 +0000 2015,cacarissma_,2535786980,en,,I can't sleep :( someone talk to me
624529814259499008,Fri Jul 24 10:41:25 +0000 2015,TACos0001,1585976684,en,,yeah :(
624529813122846720,Fri Jul 24 10:41:25 +0000 2015,OkayEmz,2735972454,en,,@_Birexus yes sadly :(.
624529811785031681,Fri Jul 24 10:41:24 +0000 2015,AK_Lindsay,1636580311,en,,@ClaireClaire05 Very :(
624529807754293248,Fri Jul 24 10:41:24 +0000 2015,JackLathwood,443103752,en,,@The_Strypes whens the album coming? :(
624529807540289536,Fri Jul 24 10:41:23 +0000 2015,jawnsnough,48611316,en,,The last of my chocolate has been consumed. :(
624529805828993024,Fri Jul 24 10:41:23 +0000 2015,ruby_so_ho,1967901252,en,,ugh i have werk in the morning too :-(
624529802364481536,Fri Jul 24 10:41:22 +0000 2015,Dorhyann,848301270,en,,@Deedee_50Fly foreals :( a wesen uwesiti mj 😂😩
624529801492209664,Fri Jul 24 10:41:22 +0000 2015,VenetiaSarll,110381012,en,,@crazynovely I will if I catch him online long enough - haha!  He's being very annoying!!  :(
624529800808378368,Fri Jul 24 10:41:22 +0000 2015,sonwendy3,3255730501,en,,Bosen :(
624529800800022528,Fri Jul 24 10:41:22 +0000 2015,Carinnnnn,2280394586,en,,Dying for some egg benny :(
624529799344746496,Fri Jul 24 10:41:22 +0000 2015,heismichael,1965368966,en,,@Michael5SOS Sometimes I hate you :((
624529795754254337,Fri Jul 24 10:41:21 +0000 2015,dimplerstuv,354121568,en,,@Mark23Baracael baby followback huhu :(
624529794588364800,Fri Jul 24 10:41:20 +0000 2015,wydbaylee,3340301849,en,,@fkluca but no ones as cute as u so :(
624529792055033856,Fri Jul 24 10:41:20 +0000 2015,Aeroscopic,2442856303,en,,@Tinkkza You're gonna watch this shit and understand how badly you scared me! &gt;:( https://t.co/YcGudITQgx
624529789232222208,Fri Jul 24 10:41:19 +0000 2015,lozmolyneauxx,2771193736,en,,"I miss Al, Katie, Zaz and Amy a lot :(("
624529788602986496,Fri Jul 24 10:41:19 +0000 2015,exoshock35,3102569028,en,,I liked a @YouTube video http://t.co/2JcBiswDW9 More subs plz :(
624529785524482048,Fri Jul 24 10:41:18 +0000 2015,Rejectsss,349055110,en,,@LittleMix @SonyMusicNL Can u make a diary while you're all there please :((
624529784744185856,Fri Jul 24 10:41:18 +0000 2015,lati0s,42813079,en,,@neikmat Sorry :(
624529779182706688,Fri Jul 24 10:41:17 +0000 2015,shefaly,15148807,en,,@twyodor @gkjohn :-( I don't read most of these rehash websites that have mushroomed. A good piece may be by exception &amp; reaches one anyway.
624529776364011520,Fri Jul 24 10:41:16 +0000 2015,milkaiway,1545384458,en,,@daddyksoo and yes its been a while vicky omg :-(((((
624529775642566656,Fri Jul 24 10:41:16 +0000 2015,perssaseus,837618660,en,,"@megsyfoxie WTF LIKE YOUR LIPS STILL A VIRGIN OMG MOM GET A LIFE YOURE 45 

Hahah : ("
624529769418264576,Fri Jul 24 10:41:14 +0000 2015,furrain,572671962,en,,@pastelwolfxx @CHA_NNNNN niNASTY tsktsk oppa wont like u call his dick kawaii he is manly &gt;:( http://t.co/83cUgt7qQ3
624529769393029120,Fri Jul 24 10:41:14 +0000 2015,LleryLd,2998954670,en,,So Lonely :( http://t.co/VM4N0n8Bkw
624529767736451072,Fri Jul 24 10:41:14 +0000 2015,asap_kayxo,2259710784,en,,can't go back to sleep :((
624529761591693312,Fri Jul 24 10:41:13 +0000 2015,Tommyperez24,1594992835,en,,i wanna go on xbox for netflix but am already too comfy in bed :(
624529758215344128,Fri Jul 24 10:41:12 +0000 2015,ameliahooperx,2763831635,en,,@baileymac02 miss youu :(
624529754696212480,Fri Jul 24 10:41:11 +0000 2015,SoNyeoLove,21502592,en,,sigh i feel bad for our girls :(
624529751189901312,Fri Jul 24 10:41:10 +0000 2015,Kat_Upendi,298833391,en,,@oH_So_EhmTee lol! I love sweet potato fries :(
624529750862643201,Fri Jul 24 10:41:10 +0000 2015,_Birexus,443434186,en,,@_Birexus guess y'all ugly asf HUH :(
624529750472704001,Fri Jul 24 10:41:10 +0000 2015,SandraTshuks,1900791926,en,,@Dsitando eish ive been quit i know...i lost my twitter mojo shame...n i dont know how to get it back :( mara im sure you can help me neh
624529750317404161,Fri Jul 24 10:41:10 +0000 2015,w00hyunsenpai,418496404,en,,aww i've got a fever :( but #bad4thwin &lt;3
624529747091963904,Fri Jul 24 10:41:09 +0000 2015,jellollipop,1638006000,en,,Poor bb :(
624529743464022017,Fri Jul 24 10:41:08 +0000 2015,GreenRobTelford,427599291,en,,@UrsulaWJ @OwenWinterMYP I'm not able to go! :( It's the Association of Green Councillors conference this weekend...
624529742855819264,Fri Jul 24 10:41:08 +0000 2015,frenchcamgirl,181111527,en,,My skype account is out of order. I think it's been hacked. So if you were in my contacts I'm sorry :( I'm creating a new one soon.
624529740683190272,Fri Jul 24 10:41:08 +0000 2015,MelanyElleBeer,222594589,en,,@selenagomez i miss your tweet spree oh :(
624529738208571396,Fri Jul 24 10:41:07 +0000 2015,Gatlinho,75249299,en,,"Yes na! As sholong reject my proposal :( ""@elzzika: Gee U don fly go gidi? ""@Gatlinho: The way i'm being pampered in this lagos ehn...."""""
624529735075303425,Fri Jul 24 10:41:06 +0000 2015,Cahemistry,407359160,en,,@isxbe i guess im arresting my girlfriend :((
624529731371692033,Fri Jul 24 10:41:05 +0000 2015,ALIcanFOOD,936038107,en,,@prophdog_ @attepate hes such a nice person idk why anybody would say that to him :(
624529730000285696,Fri Jul 24 10:41:05 +0000 2015,pxdr0,926087443,en,,You know when a song just disappears from your phone and iTunes? I've lost Dazed and Confused :(
624529729320652800,Fri Jul 24 10:41:05 +0000 2015,s_balbuena,515399866,en,,FEVER. :-(
624529725222838272,Fri Jul 24 10:41:04 +0000 2015,jpcaliba,736093332,en,,"""Do you think they survived???""
""Well, they did find all the missing bodies in fragments, so no. But it would've been nice if they did."" :("
624529724929261571,Fri Jul 24 10:41:04 +0000 2015,ain_thfc,286043361,en,,@DareToAttar im being forced to go :-(
624529723415228416,Fri Jul 24 10:41:03 +0000 2015,clarelouuu,470542088,en,,Horrible weather to be going to work in :(
624529722869985280,Fri Jul 24 10:41:03 +0000 2015,plaidnuke,1180496330,en,,@okayshesaid wish that both of us could change this :(
624529717526335488,Fri Jul 24 10:41:02 +0000 2015,huilynnie,1970324856,en,,walao kbs never show encore :(
624529716976816128,Fri Jul 24 10:41:02 +0000 2015,lovelyveexen,2647021038,en,,Sending. Finally!!!!!!!!!!!!!! :(
624529712350666752,Fri Jul 24 10:41:01 +0000 2015,GAGAOVERDOSE,453275184,en,,Being ill is the worst :(((
624529712216305664,Fri Jul 24 10:41:01 +0000 2015,hannahfaaaaaye,826748426,en,,its not the same. :(((((
624529707103559680,Fri Jul 24 10:41:00 +0000 2015,TheRetiredRaver,415928293,en,,"Hope #DJDerek is found safe &amp; well had many fun times at his gigs, absolute legend :("
624529704423260160,Fri Jul 24 10:40:59 +0000 2015,FairyFunFwee,485667287,en,,@qtbatooty_ yeah and it's like why do you need to wait till saturday to give us homework pa :((((((( WHAT IF U MADE PLANS 4 DA WEEKEND????
624529694239641600,Fri Jul 24 10:40:56 +0000 2015,ifoundmyvice_,968856242,en,,Greek Tragedy is such a cute song :((((
624529692687622144,Fri Jul 24 10:40:56 +0000 2015,DenChuchayyy,712753790,en,,@bammyxoxo @stffnkthx @breeyanuh16 same :(
624529690066337792,Fri Jul 24 10:40:55 +0000 2015,SkinnyChimp,1077779743,en,,"Raining on me today :( 

Gym it is then 💪🏻🐒"
624529679869964288,Fri Jul 24 10:40:53 +0000 2015,MELODICKIAN,2954826353,en,,@cutelilawley whats wrong? :(
624529677986631684,Fri Jul 24 10:40:53 +0000 2015,RinkzLoveBeibs,994676581,en,,Oh god!!! I'm strucked by the pain... Cant take it anymore!!! :(
624529677646983169,Fri Jul 24 10:40:53 +0000 2015,loulovingharry,388927529,en,,@LittleMix come to Belgium :(
624529674849234944,Fri Jul 24 10:40:52 +0000 2015,samuel_valenn,539867814,en,,"Fabian Delph has fallen :(
@BLUEARMY_IND @MCFC"
