tweet_id, tweet_time, tweet_author, tweet_author_id,    tweet_language, tweet_geo, tweet_text
624495098097745920,Fri Jul 24 08:23:28 +0000 2015,AxroraYT,1364754992,en,,"@sssniperwolf like how to fake gameplays ;) haha Im kidding, im kidding. You do good stuff :)."
624495095384002560,Fri Jul 24 08:23:27 +0000 2015,ironhand13,533119186,en,,"@dennislami @Dicle_Aygur, yeah exactly :)"
624495094968795136,Fri Jul 24 08:23:27 +0000 2015,Boxroomcrafts,2786947587,en,,Our new product line is in our #etsy shop now! Check it out :) http://t.co/h8exCTLQxg #boxroomcrafts
624495094796648449,Fri Jul 24 08:23:27 +0000 2015,FaustoSand,276328810,en,,@PeakYourMind I hope your vacation is going great! :D
624495093643227136,Fri Jul 24 08:23:27 +0000 2015,laurin_hwang,1116000769,en,,@groovinshawn they are rechargeable and it normally comes with a charger when u buy it :)
624495093123317760,Fri Jul 24 08:23:27 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @France_Espana @reglisse_menthe @CCI_inter for being top engaged members in my community this week :)
624495093085544448,Fri Jul 24 08:23:27 +0000 2015,trappin_zanes,1872842725,en,,Well she's asleep and I have no one to talk to sooo someone text me :)
624495093035180032,Fri Jul 24 08:23:27 +0000 2015,richardwjones,140604619,en,,"@brynybrath @smallcappy Yes, I suppose. I bet he'll have a blue fit after hearing her speech today. Pity :-)"
624495092619956224,Fri Jul 24 08:23:27 +0000 2015,neelabh_69,102021461,en,,"Green gardens, midnight sun, beautiful canals dasvidaniya till next visit.:)"
624495092393312256,Fri Jul 24 08:23:27 +0000 2015,PierrePablo10,1687294345,en,,@KeithRParsons are you scouting SG for a future WLAN pros conference here in Asia? :)
624495092343177217,Fri Jul 24 08:23:27 +0000 2015,SalmisenJani,2827519263,en,,"@Cecilie_Hell @420evilangel @wazimotometal @durooooooo @spigranty Good for u, better change it to lollipop 🍭 :)."
624495091772719104,Fri Jul 24 08:23:27 +0000 2015,efendimanurun,547315427,en,,We &lt;3 u Nez :) #AGNEZMO https://t.co/cGViMHSINz
624495091445538816,Fri Jul 24 08:23:27 +0000 2015,SandraRubajczyk,2333786274,en,,@LittleMix Follow me Please :)  This is my Big Dream :)
624495091407831040,Fri Jul 24 08:23:27 +0000 2015,Pinarkalender_,3095381609,en,,@Elemaaan  oley be :D
624495089470058496,Fri Jul 24 08:23:26 +0000 2015,OkprilaSindi,1691289541,en,,"""@CowokAddict: Mama is the only reason why I stand stronger up to now! :)"""
624495089407037440,Fri Jul 24 08:23:26 +0000 2015,jnlazts,2524861862,en,,@MacatangayApril  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
624495088467443713,Fri Jul 24 08:23:26 +0000 2015,KaineofTermina,1013888640,en,,"@tk_kjk_kndr @boukendreamer OH MY GOD MISTY, MY BABY IS SO CUTE!!! :D"
624495088350003201,Fri Jul 24 08:23:26 +0000 2015,VinayakSharma19,435891515,en,,"@BhaktisBanter 

I love blue :)
#FlipkartFashionFriday http://t.co/HnbinH35ES"
624495088006209536,Fri Jul 24 08:23:26 +0000 2015,virginmedia,17872077,en,,"@CarcassDrop Woohoo! Can't wait :) Have you signed up yet, or still thinking about it? MKa"
624495087909797889,Fri Jul 24 08:23:26 +0000 2015,YourSoloDms,3082510746,en,,i have liam access now :))
624495087280459777,Fri Jul 24 08:23:26 +0000 2015,azr305,2422495036,en,,@SyuhxdxTengku most welcome :)
624495086936657921,Fri Jul 24 08:23:25 +0000 2015,DavidGar12,139515048,en,,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/p6K6SiH58a.
624495086244659200,Fri Jul 24 08:23:25 +0000 2015,rpete95,2995182857,en,,@sluttywife2 you shouldn't be surprised...you have an amazing figure :)
624495085909114880,Fri Jul 24 08:23:25 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @murtishaw @aqui_fr @FRTechStartups for being top influencers in my community this week :)
624495083694497792,Fri Jul 24 08:23:25 +0000 2015,blondelena,21516160,en,,"#HappyBirthdayEmilyBett @emilybett :) Wishing you all the best you beautiful,sweet,talented,amazing… https://t.co/humtC1tr3I"
624495083690135552,Fri Jul 24 08:23:25 +0000 2015,LakenPosey,3196933872,en,,2 plans for the day down the drain great :):
624495082180374528,Fri Jul 24 08:23:24 +0000 2015,vickyCliff0rd,149655673,en,,@x123456789tine @5SOS_FAHUpdates gotta love timezones :p
624495080695570432,Fri Jul 24 08:23:24 +0000 2015,mohabamrOo,1186651322,en,,"are your parents proud of you — lol, not in the least :D maybe sometimes they get happy because of my grades, al... http://t.co/bJjeGIOOGU"
624495079944794112,Fri Jul 24 08:23:24 +0000 2015,BeaSendera,385918940,en,,Grande :)  https://t.co/gsaaxNpR8u
624495079667970048,Fri Jul 24 08:23:24 +0000 2015,techupdate14,2901637687,en,,Manila_bro has chosen to follow me on Twitter! http://t.co/lKXZWXN1fb. Thanks for the follow :)
624495079252623360,Fri Jul 24 08:23:24 +0000 2015,shukrihariri,15478196,en,,@syazwanzainal sure let me know when you're around..at this side of the world #eh u too take care :-)
624495079059759104,Fri Jul 24 08:23:24 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @michae1green @superninjaalan @Doug_Laney for being top new followers in my community this week :)
624495078954934272,Fri Jul 24 08:23:24 +0000 2015,NAW_TaylorMade,636283631,en,,finally the fucking weekend :)
624495078589870081,Fri Jul 24 08:23:23 +0000 2015,RVG0412,3292075983,en,,REAL :)
624495077923155968,Fri Jul 24 08:23:23 +0000 2015,SoggyStones,103442150,en,,@LoLEsportspedia thanks :D
624495077734416384,Fri Jul 24 08:23:23 +0000 2015,dreamlondon1D,1163637968,en,,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x45"
624495077293846528,Fri Jul 24 08:23:23 +0000 2015,chvristic,2691255090,en,,YES! I Joined #HushedCallWithFraydoe for a call &amp; gift from @_Fraydoe &lt;3 Gotta Get @HushedApp :D http://t.co/VaLVe8omdT
624495075935023104,Fri Jul 24 08:23:23 +0000 2015,gryIes,1015470776,en,,@YasLarry yeahhh :)
624495075511238656,Fri Jul 24 08:23:23 +0000 2015,NaomiFinchum,2388382549,en,,can I DM you &amp; make your night better :)))
624495075339341824,Fri Jul 24 08:23:23 +0000 2015,hoodlumwilk,3059301450,en,,just joined the #HushedPinWithSammy Event :D Might get to Text with @SammyWilk for a day! Luv U @HushedApp http://t.co/kGfgawdHy9
624495074064400384,Fri Jul 24 08:23:22 +0000 2015,charli3woodward,1512570132,en,,Would really appreciate it if you share this video around :) https://t.co/MhK3B3wOpQ
624495073804201984,Fri Jul 24 08:23:22 +0000 2015,findyouthjobs,2885590439,en,,Hello :) Get Youth Job Opportunities follow &gt;&gt; @tolajobjobs @xhebenkewu_9920
624495072999002112,Fri Jul 24 08:23:22 +0000 2015,SophieByrne_SR,296421130,en,,@TomParker oh wow!! That is beautiful tom :)
624495072948568064,Fri Jul 24 08:23:22 +0000 2015,AngelaSatou,2393936413,en,,Love You @darlingIXHAI22 @SyreenAnne :)) https://t.co/wx7yRrE7sV
624495072768303104,Fri Jul 24 08:23:22 +0000 2015,yukinaderu,2402513672,en,,I added a video to a @YouTube playlist http://t.co/HVVPhSYakA im back on twitch and today it going to be league :) - 1 / 3
624495072374071296,Fri Jul 24 08:23:22 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @AmericanOGrain @PecomeP @APaulicand for being top supports in my community this week :)
624495070809460740,Fri Jul 24 08:23:22 +0000 2015,jnlazts,2524861862,en,,@ZaynZaynmalik30  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
624495070633455616,Fri Jul 24 08:23:22 +0000 2015,Graceangusss,3305991496,en,,Gym Monday can't wait :). Likes
624495070553722880,Fri Jul 24 08:23:22 +0000 2015,tristanbaileyyy,3194625385,en,,"@HarNiLiZaLouis Hey, here's your invite to join Scope as an influencer :)  http://t.co/rZgZtQ2fJT"
624495070436306944,Fri Jul 24 08:23:22 +0000 2015,Lalaaliqhle,356258934,en,,Those friends know themselves :)
624495070360793088,Fri Jul 24 08:23:21 +0000 2015,dankhalsey,2869833355,en,,waiting for nudes :-)
624495070155251713,Fri Jul 24 08:23:21 +0000 2015,hooliganmellie,2741214622,en,,@JacobWhitesides go sleep u ! :)))))))))
624495069861687297,Fri Jul 24 08:23:21 +0000 2015,jaypangilinan_,293314664,en,,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/RB8pMNgMEo.
624495069215748096,Fri Jul 24 08:23:21 +0000 2015,EmmaMakhlouf,387327350,en,,My birthday is a week today! :D
624495069136060416,Fri Jul 24 08:23:21 +0000 2015,MonkeyDMignot,344824083,en,,@metalgear_jp @Kojima_Hideo I want you're T-shirts ! They are so cool ! :D
624495067470929920,Fri Jul 24 08:23:21 +0000 2015,Klarressa,1383775770,en,,@AxeRade haw phela if am not looking like Mom obviously am looking like him :)
624495066887786496,Fri Jul 24 08:23:21 +0000 2015,alinafaizaa,3192770359,en,,@zaynmalik prince charming on stage :) x https://t.co/OnVFhzt5fZ
624495066464161792,Fri Jul 24 08:23:21 +0000 2015,jasonhickmannn,381206272,en,,i have really good luck :)
624495065545711616,Fri Jul 24 08:23:20 +0000 2015,avekas_c,110347958,en,,Stats for the day have arrived. 1 new follower and NO unfollowers :) via http://t.co/XzsOGaC4zK.
624495065365356544,Fri Jul 24 08:23:20 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @straz_das @DCarsonCPA @GH813600 for being top engaged members in my community this week :)
624495064887259136,Fri Jul 24 08:23:20 +0000 2015,JamesLoffel,2763391852,en,,@twentyonepilots @fujirock_jp tylers hipster glasses :D
624495064819994624,Fri Jul 24 08:23:20 +0000 2015,rwshoe61,513808448,en,,"@MartyRafenstein 

Hey Marty !! Glad to see on Twitter. :)"
624495061741502464,Fri Jul 24 08:23:19 +0000 2015,UKBizCircle,2322375792,en,,@UKBusinessLunch Hi we will be joining you again today :)
624495061712175104,Fri Jul 24 08:23:19 +0000 2015,FiFi_Trixy,20089380,en,,@LAfitnessUKhelp done thanks :-)
624495060034293761,Fri Jul 24 08:23:19 +0000 2015,syasyadzalifa,208911856,en,,"Its already afternoon, lets read Al Kahfi before the day finish :)"
624495059816165376,Fri Jul 24 08:23:19 +0000 2015,itsmeanne1994,1675164444,en,,OhmyG! yaya dub @mainedcm im done doing to stalk your ig accnt.. GONDOOO MOO TOLOGOOO :) HAHA
624495059380080640,Fri Jul 24 08:23:19 +0000 2015,sabrinaporter07,3193748275,en,,@rozbabes Here's your invite to become a Scope influencer :) Details here: http://t.co/ipJ2yOiGet
624495057563983872,Fri Jul 24 08:23:18 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @NGourd @Locita @D_Robert_Kelly for being top influencers in my community this week :)
624495057094119424,Fri Jul 24 08:23:18 +0000 2015,jschwartz197,2466892770,en,,@kevinthewhippet @Cassie_Spaniel @Bracken_Nelson @BellisimoBella1 @SpanielHarry thanks :) zzz xx
624495056905478145,Fri Jul 24 08:23:18 +0000 2015,Spicy_Zee,115266086,en,,Physiotherapy Friday is my hashtag for today. Custom! :-)
624495056490074112,Fri Jul 24 08:23:18 +0000 2015,g_yesii,939724020,en,,"@Cjlopez21 you know I will 💪 Monica and I miss you to, yeah sounds good to me :)"
624495056230199296,Fri Jul 24 08:23:18 +0000 2015,KATHLEENB1589,3258243963,en,,"""Good morning, beautiful :)"" That's all it takes."
624495054384693248,Fri Jul 24 08:23:18 +0000 2015,dreamlondon1D,1163637968,en,,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x43"
624495054372081664,Fri Jul 24 08:23:18 +0000 2015,JustGottaSmile_,235970979,en,,@MandaScapinello oh yeah?? I am definitely going to try it tonight then! :) we took your advice too! We are in Treviso now!
624495054191603712,Fri Jul 24 08:23:18 +0000 2015,jnlazts,2524861862,en,,@morallosanthony  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
624495053780615168,Fri Jul 24 08:23:18 +0000 2015,Adette_96858,2874095579,en,,@NIKKIERIOZZI Hi! Would you like an @imPastel concert? Let me know your city and country and I'll start working on it! Thanks :)
624495052316897280,Fri Jul 24 08:23:17 +0000 2015,lynn_nich,2946858502,en,,"Fine, 
...Have a gorgeous Friday, friend!!..; xo..-:)) https://t.co/JmpkZP2DaI"
624495052040065024,Fri Jul 24 08:23:17 +0000 2015,LongLeggedNess,32883284,en,,"Oven roasted garlic in olive oil, sun dried tomatoes, some dried basil, and century tuna :) https://t.co/EsCc9QhLob"
624495051654213632,Fri Jul 24 08:23:17 +0000 2015,AvocetKaryn,410025583,en,,@HostMyOffice @NigelPWhittaker @lemezma @TWBC_Business @_TheBunkerJL Right back atchya!  Have a great day everyone :)
624495051188482048,Fri Jul 24 08:23:17 +0000 2015,RachelAleen,979733233,en,,@TeamTall17 @FlashHayer  but doesn't even follow back :-)
624495050643361792,Fri Jul 24 08:23:17 +0000 2015,PhuurXVI,712610782,en,,The future is almost here then :) https://t.co/rolE3ZCL97
624495048751718400,Fri Jul 24 08:23:16 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @Michelploria @MyFrenchCity @jasoncreation for being top new followers in my community this week :)
624495047434612736,Fri Jul 24 08:23:16 +0000 2015,moveslikerussel,1462418083,en,,No chance :)
624495047044657152,Fri Jul 24 08:23:16 +0000 2015,SgtGillHughes,1861256700,en,,@ChiAB2486 @MrCliveC @PCDKirkwood @DC_ARVSgt @COPS_President @EmWilliamsCCCU @LauraRGallagher @Hall11Kate @LaMinx541 @JohnTarbet71 cheers :)
624495044859310080,Fri Jul 24 08:23:15 +0000 2015,mikkasflores,507481170,en,,@thatguycalledP go po for ice cream :))
624495043836026880,Fri Jul 24 08:23:15 +0000 2015,FockerRN529,261451222,en,,@19strawberry66 I agree 100% :)
624495043152318464,Fri Jul 24 08:23:15 +0000 2015,spidey_flash,1511123197,en,,@SpazzyTsukihara hehehehe thats the point :p
624495042871209984,Fri Jul 24 08:23:15 +0000 2015,kalinwhitelover,2614805142,en,,@KalinWhite next time just stay home :)
624495042858721280,Fri Jul 24 08:23:15 +0000 2015,MichaelMacLean1,298061055,en,,@Gculloty87 thanks :)
624495041764044800,Fri Jul 24 08:23:15 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @digitalplace2be @intlboost @_lafontpresse for being top supports in my community this week :)
624495041700978688,Fri Jul 24 08:23:15 +0000 2015,interstellarnjh,1834688965,en,,"@stayfaboo it will be up soon, i promise :)"
624495041696923649,Fri Jul 24 08:23:15 +0000 2015,sup3rfm,11272312,en,,Web Whatsapp volta a funcionar com iPhone jailbroken. :-)
624495041256427520,Fri Jul 24 08:23:15 +0000 2015,battledinosaur,22708423,en,,@crustyolddeen (I plan on watching it later) at 34 mins Leia appears as a hologram from R2D2 w a message for Obi Wan as he sits w Luke :)
624495041021652992,Fri Jul 24 08:23:14 +0000 2015,nestormlpz17,885758342,en,,"@Mburu__ Inter 3 UCL, Arsenal... Small team, Right! :)"
624495040350527488,Fri Jul 24 08:23:14 +0000 2015,JayXIII,20032887,en,,"Just passing by :) 🚂 (@ Dewsbury Railway Station (DEW) - @nationalrailenq in Dewsbury, West Yorkshire) https://t.co/DvBssHbrfx"
624495040186961920,Fri Jul 24 08:23:14 +0000 2015,Yahowii,334343851,en,,@ClearlyArticle :) its 430 am smh
624495039092236288,Fri Jul 24 08:23:14 +0000 2015,__GiveawayDMs_,3221723534,en,,@uptommosass it's 9:25 am here :) I live in Scotland :) it's strange to imagine what?- Megan xx
624495038521700352,Fri Jul 24 08:23:14 +0000 2015,Siddhant95822,2925749791,en,,"@bookmyshow 

 !
#MasaanToday
#MasaanToday

A4.... Shweta Tripathi  
 !
#MasaanToday
#MasaanToday

-.:-) .-..,"
624495038022561792,Fri Jul 24 08:23:14 +0000 2015,cherrykaur,63966662,en,,@WforWoman 5. Over 20 W kurtas! And my Mom has about half the number I have :D #WSaleLove
624495037896912896,Fri Jul 24 08:23:14 +0000 2015,hull_libraries,47659954,en,,Ah! Hello back Larry! @TransworldBooks :) https://t.co/8XhjJb4jtH
624495036747644928,Fri Jul 24 08:23:13 +0000 2015,ZiyandaNgcobo,244234474,en,,Anyway my Friday is looking kinda gooood :)
624495036516864000,Fri Jul 24 08:23:13 +0000 2015,jnlazts,2524861862,en,,@jhun_hunyo  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
624495036357423104,Fri Jul 24 08:23:13 +0000 2015,_MoneyTeamDizz,2343009265,en,,Lol. Well. That's life :) thank God it enn you  https://t.co/GLoCEIjGQQ
624495035191554048,Fri Jul 24 08:23:13 +0000 2015,WendiPeters,363793444,en,,@OJBJ @holmesjsamuel surely this could be your warmup this morning ??? Coming on 15th to Bath :) xx
624495034256101376,Fri Jul 24 08:23:13 +0000 2015,PSmith93,117717920,en,,"Dum Dum Andar - Ram Sampath, Sona Mohapatra &amp; Samantha Edwards Mein Tulane to razi razi, Wah! That's Josh :) http://t.co/ul8MARDfhm"
624495032691728384,Fri Jul 24 08:23:13 +0000 2015,jasmincarlsen,1145365123,en,,@justinbieber :) always smile
624495032423178244,Fri Jul 24 08:23:12 +0000 2015,arcykasi,555658420,en,,@darlakim_ picture. :)
624495031164932096,Fri Jul 24 08:23:12 +0000 2015,rebelwithany,2423714018,en,,"@arsenalnewsasit Thanks again, your time 16.20 right? That's perfect timing for me here :)."
624495031093710848,Fri Jul 24 08:23:12 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @IzywayLesExpats @na4innov @InXpressCoAzur for being top engaged members in my community this week :)
624495030489604096,Fri Jul 24 08:23:12 +0000 2015,shahjvmat,2915808248,en,,@Juleeyaanaa i know :))
624495030397476864,Fri Jul 24 08:23:12 +0000 2015,GayatriAnmay,269657408,en,,#GiveItUp We have already given up our gas subsidy long back when this initiative was proposed.. Feeling so delighted having done that!! :)
624495029181149184,Fri Jul 24 08:23:12 +0000 2015,thes1lverf0x,414274769,en,,@dayloladay I missed this yesterday!! :-)
624495028895936512,Fri Jul 24 08:23:12 +0000 2015,dreamlondon1D,1163637968,en,,"Hi BAM ! @BarsAndMelody 
Can you follow my bestfriend @969Horan696 ? 
She loves you a lot :) 
See you in Warsaw &lt;3 
Love you &lt;3 x42"
624495028090572800,Fri Jul 24 08:23:11 +0000 2015,jennylynnn00,826361232,en,,@jaimeemelanie_ lmaoo! The best songs ever &lt;3 We shall have our own little throwback this week (y) :p
624495027016847361,Fri Jul 24 08:23:11 +0000 2015,cijane02,1161735547,en,,"@Clazziebritchas then go to the outlying islands, such as Cheung Chau, Mui Wo....totally different :))"
624495025011863552,Fri Jul 24 08:23:11 +0000 2015,chennaimagal,858911209,en,,#KFCkitchentours Kitchen is so clean. I'm totally amazed :) @KFC_India
624495024848269314,Fri Jul 24 08:23:11 +0000 2015,jnlazts,2524861862,en,,@cybelxxx  follow @jnlazts &amp; http://t.co/RCvcYYO0Iq follow u back :)
624495024215035904,Fri Jul 24 08:23:10 +0000 2015,Gardener_John,892848180,en,,"@Jana7380 on the cusp of testing the waters, hope yours is rewarding :)"
624495023929868289,Fri Jul 24 08:23:10 +0000 2015,CCIParis_Export,115376341,en,,#FollowFriday @BroadcastBeat @InSunWeTrust @conseilsmkg for being top influencers in my community this week :)
624495023715930112,Fri Jul 24 08:23:10 +0000 2015,yogyapromo,2978812963,en,,"arummzz: Let's go... I'll drive for you :p

#traveling #traveler #yogyakarta #jeep #Indonesia #instamood… https://t.co/s7y4Ys5JeU"
624495022826614784,Fri Jul 24 08:23:10 +0000 2015,thedewiaisyah,945277548,en,,Anyone wanna skype me? :D
624495022168219648,Fri Jul 24 08:23:10 +0000 2015,musicbysonja,228469450,en,,"@agylyxa may i look so, bit i am a real nice friendly girl :-)"
